"TaxonName","Year","Journal","NumPapers","AllPapers","PropEffortAllTaxa","PropEffortSpecificTaxa"
"Microbe","2000","Biodiversity and Conservation",1,67,0.0149253731343284,NA
"Microbe","2001","Biodiversity and Conservation",1,67,0.0149253731343284,NA
"Microbe","2002","Biodiversity and Conservation",0,67,0,NA
"Microbe","2003","Biodiversity and Conservation",1,67,0.0149253731343284,NA
"Microbe","2004","Biodiversity and Conservation",0,67,0,NA
"Microbe","2005","Biodiversity and Conservation",1,67,0.0149253731343284,NA
"Microbe","2006","Biodiversity and Conservation",0,67,0,NA
"Microbe","2007","Biodiversity and Conservation",0,67,0,NA
"Microbe","2008","Biodiversity and Conservation",1,67,0.0149253731343284,NA
"Microbe","2009","Biodiversity and Conservation",0,62,0,NA
"Microbe","2010","Biodiversity and Conservation",0,52,0,NA
"Microbe","2011","Biodiversity and Conservation",0,51,0,NA
"Microbe","2012","Biodiversity and Conservation",0,51,0,NA
"Microbe","2013","Biodiversity and Conservation",0,52,0,NA
"Microbe","2014","Biodiversity and Conservation",1,53,0.0188679245283019,NA
"Microbe","2015","Biodiversity and Conservation",0,60,0,NA
"Microbe","2000","Conservation Biology",0,67,0,NA
"Microbe","2001","Conservation Biology",0,67,0,NA
"Microbe","2002","Conservation Biology",0,67,0,NA
"Microbe","2003","Conservation Biology",0,67,0,NA
"Microbe","2004","Conservation Biology",0,67,0,NA
"Microbe","2005","Conservation Biology",0,67,0,NA
"Microbe","2006","Conservation Biology",0,67,0,NA
"Microbe","2007","Conservation Biology",0,67,0,NA
"Microbe","2008","Conservation Biology",0,67,0,NA
"Microbe","2009","Conservation Biology",0,63,0,NA
"Microbe","2010","Conservation Biology",0,52,0,NA
"Microbe","2011","Conservation Biology",0,51,0,NA
"Microbe","2012","Conservation Biology",0,51,0,NA
"Microbe","2013","Conservation Biology",0,52,0,NA
"Microbe","2014","Conservation Biology",0,52,0,NA
"Microbe","2015","Conservation Biology",0,60,0,NA
"Microbe","2009","Conservation Letters",0,13,0,NA
"Microbe","2010","Conservation Letters",0,43,0,NA
"Microbe","2011","Conservation Letters",0,46,0,NA
"Microbe","2012","Conservation Letters",0,48,0,NA
"Microbe","2013","Conservation Letters",0,45,0,NA
"Microbe","2014","Conservation Letters",0,44,0,NA
"Microbe","2015","Conservation Letters",0,19,0,NA
"Other","AllYears","AllJournals",26,3210,0.00809968847352025,NA
"Other","AllYears","Biological Conservation",0,984,0,NA
"Other","AllYears","Biodiversity and Conservation",10,984,0.0101626016260163,NA
"Other","AllYears","Conservation Biology",10,984,0.0101626016260163,NA
"Other","AllYears","Conservation Letters",6,258,0.0232558139534884,NA
"Other","2000","AllJournals",3,201,0.0149253731343284,NA
"Other","2001","AllJournals",1,201,0.00497512437810945,NA
"Other","2002","AllJournals",2,201,0.00995024875621891,NA
"Other","2003","AllJournals",0,201,0,NA
"Other","2004","AllJournals",1,201,0.00497512437810945,NA
"Other","2005","AllJournals",0,202,0,NA
"Other","2006","AllJournals",2,201,0.00995024875621891,NA
"Other","2007","AllJournals",0,201,0,NA
"Other","2008","AllJournals",2,201,0.00995024875621891,NA
"Other","2009","AllJournals",3,200,0.015,NA
"Other","2010","AllJournals",2,199,0.0100502512562814,NA
"Other","2011","AllJournals",3,199,0.0150753768844221,NA
"Other","2012","AllJournals",4,201,0.0199004975124378,NA
"Other","2013","AllJournals",2,201,0.00995024875621891,NA
"Other","2014","AllJournals",0,201,0,NA
"Other","2015","AllJournals",1,199,0.0050251256281407,NA
"Other","2000","Biological Conservation",0,67,0,NA
"Other","2001","Biological Conservation",0,67,0,NA
"Other","2002","Biological Conservation",0,67,0,NA
"Other","2003","Biological Conservation",0,67,0,NA
"Other","2004","Biological Conservation",0,67,0,NA
"Other","2005","Biological Conservation",0,68,0,NA
"Other","2006","Biological Conservation",0,67,0,NA
"Other","2007","Biological Conservation",0,67,0,NA
"Other","2008","Biological Conservation",0,67,0,NA
"Other","2009","Biological Conservation",0,62,0,NA
"Other","2010","Biological Conservation",0,52,0,NA
"Other","2011","Biological Conservation",0,51,0,NA
"Other","2012","Biological Conservation",0,51,0,NA
"Other","2013","Biological Conservation",0,52,0,NA
"Other","2014","Biological Conservation",0,52,0,NA
"Other","2015","Biological Conservation",0,60,0,NA
"Other","2000","Biodiversity and Conservation",3,67,0.0447761194029851,NA
"Other","2001","Biodiversity and Conservation",1,67,0.0149253731343284,NA
"Other","2002","Biodiversity and Conservation",1,67,0.0149253731343284,NA
"Other","2003","Biodiversity and Conservation",0,67,0,NA
"Other","2004","Biodiversity and Conservation",1,67,0.0149253731343284,NA
"Other","2005","Biodiversity and Conservation",0,67,0,NA
"Other","2006","Biodiversity and Conservation",0,67,0,NA
"Other","2007","Biodiversity and Conservation",0,67,0,NA
"Other","2008","Biodiversity and Conservation",1,67,0.0149253731343284,NA
"Other","2009","Biodiversity and Conservation",1,62,0.0161290322580645,NA
"Other","2010","Biodiversity and Conservation",1,52,0.0192307692307692,NA
"Other","2011","Biodiversity and Conservation",1,51,0.0196078431372549,NA
"Other","2012","Biodiversity and Conservation",0,51,0,NA
"Other","2013","Biodiversity and Conservation",0,52,0,NA
"Other","2014","Biodiversity and Conservation",0,53,0,NA
"Other","2015","Biodiversity and Conservation",0,60,0,NA
"Other","2000","Conservation Biology",0,67,0,NA
"Other","2001","Conservation Biology",0,67,0,NA
"Other","2002","Conservation Biology",1,67,0.0149253731343284,NA
"Other","2003","Conservation Biology",0,67,0,NA
"Other","2004","Conservation Biology",0,67,0,NA
"Other","2005","Conservation Biology",0,67,0,NA
"Other","2006","Conservation Biology",2,67,0.0298507462686567,NA
"Other","2007","Conservation Biology",0,67,0,NA
"Other","2008","Conservation Biology",1,67,0.0149253731343284,NA
"Other","2009","Conservation Biology",1,63,0.0158730158730159,NA
"Other","2010","Conservation Biology",1,52,0.0192307692307692,NA
"Other","2011","Conservation Biology",1,51,0.0196078431372549,NA
"Other","2012","Conservation Biology",1,51,0.0196078431372549,NA
"Other","2013","Conservation Biology",1,52,0.0192307692307692,NA
"Other","2014","Conservation Biology",0,52,0,NA
"Other","2015","Conservation Biology",1,60,0.0166666666666667,NA
"Other","2009","Conservation Letters",1,13,0.0769230769230769,NA
"Other","2010","Conservation Letters",0,43,0,NA
"Other","2011","Conservation Letters",1,46,0.0217391304347826,NA
"Other","2012","Conservation Letters",3,48,0.0625,NA
"Other","2013","Conservation Letters",1,45,0.0222222222222222,NA
"Other","2014","Conservation Letters",0,44,0,NA
"Other","2015","Conservation Letters",0,19,0,NA
